Goals,Deaths,Reward,Step 
422,417,1.071429,125745
422,418,-1,125875
422,419,-1,125880
422,420,-1,126045
422,421,-1,126105
423,421,1.08,126230
423,422,-1,126410
424,422,1.072993,126550
424,423,-1,126690
425,423,1.054348,126875
425,424,-1,127020
426,424,1.060976,127185
427,424,1.078125,127315
428,424,1.060976,127480
429,424,1.04717,127695
429,425,-1,127825
429,426,-1,127930
430,426,1.104167,128030
431,426,1.098039,128135
431,427,-1,128330
432,427,1.1,128430
433,427,1.068966,128575
434,427,1.088496,128690
434,428,-1,128830
435,428,1.081967,128955
436,428,1.08547,129075
437,428,1.069444,129220
438,428,1.08,129345
438,429,-1,129465
439,429,1.079365,129595
440,429,1.064935,129750
441,429,1.04902,129955
442,429,1.070423,130100
442,430,-1,130215
443,430,1.082645,130340
444,430,1.138889,130415
444,431,-1,130580
444,432,-1,130700
444,433,-1,130825
445,433,1.05618,131005
446,433,1.086957,131120
447,433,1.096154,131225
447,434,-1,131330
447,435,-1,131455
447,436,-1,131545
448,436,1.083333,131665
449,436,1.074074,131800
449,437,-1,131910
449,438,-1,132055
450,438,1.075188,132190
451,438,1.061728,132355
451,439,-1,132510
452,439,1.086957,132625
453,439,1.09434,132735
454,439,1.08,132860
454,440,-1,133040
455,440,1.098039,133145
456,440,1.046729,133360
456,441,-1,133415
456,442,-1,133420
456,443,-1,133630
457,443,1.11236,133720
458,443,1.066225,133875
459,443,1.091743,133985
460,443,1.119048,134070
461,443,1.084034,134190
462,443,1.09901,134295
463,443,1.086957,134410
464,443,1.071942,134550
464,444,-1,134685
464,445,-1,134890
465,445,1.07874,135020
465,446,-1,135160
466,446,1.076336,135295
466,447,-1,135495
466,448,-1,135685
467,448,1.082645,135810
468,448,1.098039,135915
469,448,1.128205,135995
470,448,1.10989,136090
471,448,1.106383,136185
472,448,1.103093,136285
473,448,1.05814,136460
473,449,-1,136580
474,449,1.075188,136715
475,449,1.082645,136840
476,449,1.088496,136955
476,450,-1,137130
477,450,1.068966,137275
478,450,1.062112,137440
479,450,1.095238,137545
480,450,1.105263,137640
481,450,1.078125,137770
481,451,-1,137965
481,452,-1,138095
482,452,1.102041,138195
483,452,1.083333,138315
483,453,-1,138435
484,453,1.078125,138565
485,453,1.125,138645
485,454,-1,138800
485,455,-1,138995
486,455,1.055249,139180
486,456,-1,139350
486,457,-1,139485
486,458,-1,139600
486,459,-1,139715
486,460,-1,139975
486,461,-1,140115
487,461,1.084034,140235
488,461,1.088496,140350
488,462,-1,140510
488,463,-1,140765
488,464,-1,140900
488,465,-1,141035
488,466,-1,141200
489,466,1.123457,141285
490,466,1.133333,141360
490,467,-1,141515
490,468,-1,141655
490,469,-1,141795
491,469,1.076336,141930
492,469,1.111111,142020
492,470,-1,142190
493,470,1.103093,142290
494,470,1.082645,142415
494,471,-1,142570
495,471,1.09009,142685
496,471,1.073529,142825
496,472,-1,142950
