Goals,Deaths,Reward,Step 
565,315,1.146786,73268
566,315,1.178299,73328
567,315,1.09232,73438
568,315,1.121791,73538
568,316,-1.000272,73583
568,317,-0.98025,73668
568,318,-1.000272,73753
569,318,1.115904,73858
570,318,1.14962,73938
571,318,1.097269,74068
572,318,1.106111,74163
572,319,-0.98025,74253
572,320,-1.000272,74308
572,321,-1.000272,74368
573,321,1.153574,74433
573,322,-1.000272,74558
574,322,1.112087,74648
574,323,-1.000272,74718
575,323,1.079991,74888
576,323,1.136714,74963
576,323,0.00395,75009
577,323,1.07272,75149
577,324,-1.000272,75214
577,325,-0.98025,75299
577,326,-0.98025,75394
578,326,1.189242,75454
579,326,1.113364,75544
579,327,-1.000272,75619
579,328,-1.000272,75689
580,328,1.122843,75789
580,329,-1.000272,75844
580,330,-1.000272,75894
580,331,-0.98025,75954
580,332,-1.000272,76014
581,332,1.106111,76109
582,332,1.074355,76244
582,333,-1.000272,76304
583,333,1.109618,76399
584,333,1.176,76464
585,333,1.106707,76579
586,333,1.084473,76699
587,333,1.11467,76789
588,333,1.131307,76869
588,334,-0.98025,76959
589,334,1.095881,77064
590,334,1.050489,77264
590,335,-0.98025,77394
591,335,1.062228,77554
592,335,1.183684,77619
592,336,-1.000272,77729
593,336,1.078468,77859
593,337,-1.000272,77919
593,338,-1.000272,77974
594,338,1.10282,78074
595,338,1.09232,78184
596,338,1.096086,78319
597,338,1.138616,78394
598,338,1.138616,78469
599,338,1.110659,78579
600,338,1.100395,78704
600,339,-0.98025,78824
600,340,-1.000272,78859
600,341,-1.000272,78919
601,341,1.099728,79019
601,342,-0.98025,79064
602,342,1.098737,79169
602,343,-1.000272,79234
603,343,1.083061,79354
603,344,-1.000272,79424
603,345,-1.000272,79494
604,345,1.115904,79599
604,346,-1.000272,79664
605,346,1.127277,79759
606,346,1.079093,79889
606,347,-1.000272,79994
606,348,-0.98025,80129
607,348,1.094966,80234
608,348,1.143207,80319
609,348,1.107469,80434
610,348,1.074395,80619
611,348,1.129598,80699
611,349,-1.000272,80774
611,350,-1.000272,80839
612,350,1.148981,80909
613,350,1.169219,80969
614,350,1.116007,81059
614,351,-1.000272,81199
614,352,-1.000272,81234
615,352,1.121791,81334
616,352,1.109036,81449
617,352,1.110839,81539
617,353,-1.000272,81599
617,354,-0.98025,81664
618,354,1.076651,81794
619,354,1.101768,81894
620,354,1.094966,81999
621,354,1.11467,82089
622,354,1.121679,82174
623,354,1.125013,82269
624,354,1.085198,82389
625,354,1.076064,82524
625,355,-1.000272,82584
626,355,1.104496,82704
626,356,-1.000272,82754
626,357,-0.98025,82799
627,357,1.133386,82889
627,358,-1.000272,82939
627,359,-0.98025,83024
627,360,-0.98025,83104
628,360,1.082372,83229
628,361,-1.000272,83309
629,361,1.169219,83369
629,362,-1.000272,83484
630,362,1.07065,83629
631,362,1.108423,83724
632,362,1.096815,83829
632,363,-1.000272,83904
633,363,1.122843,84004
634,363,1.116837,84109
635,363,1.089013,84224
635,364,-0.98025,84289
636,364,1.176,84354
637,364,1.093186,84464
637,365,-1.000272,84519
638,365,1.091471,84629
639,365,1.09232,84739
640,365,1.100738,84839
641,365,1.176,84904
642,365,1.077554,85079
643,365,1.089013,85194
644,365,1.105957,85314
645,365,1.107255,85409
645,366,-0.98025,85469
645,367,-0.98025,85544
645,368,-1.000272,85604
645,369,-1.000272,85654
646,369,1.091471,85764
647,369,1.07015,85909
648,369,1.107255,86004
648,370,-1.000272,86099
649,370,1.117375,86184
650,370,1.103894,86284
650,371,-1.000272,86324
651,371,1.156736,86399
651,372,-0.98025,86499
651,373,-1.000272,86554
652,373,1.081695,86679
652,374,-1.000272,86754
653,374,1.131307,86834
653,375,-1.000272,86884
653,376,-1.000272,86969
654,376,1.117375,87054
655,376,1.11467,87144
656,376,1.138616,87219
656,377,-1.000272,87289
656,378,-1.000272,87374
656,379,-1.000272,87429
657,379,1.083853,87589
657,380,-1.000272,87644
657,381,-1.000272,87759
657,382,-1.000272,87834
657,383,-1.000272,87919
658,383,1.136714,87994
659,383,1.136029,88084
660,383,1.087447,88199
661,383,1.106707,88314
662,383,1.095881,88419
663,383,1.12631,88499
664,383,1.095881,88604
665,383,1.10282,88704
665,384,-1.000272,88764
666,384,1.10282,88864
667,384,1.127277,88959
668,384,1.133386,89049
669,384,1.113364,89139
670,384,1.175166,89199
671,384,1.085198,89319
672,384,1.097269,89449
673,384,1.142585,89519
674,384,1.127933,89599
675,384,1.154885,89674
675,385,-0.98025,89759
676,385,1.12076,89859
677,385,1.09232,89969
678,385,1.138798,90054
679,385,1.097875,90184
680,385,1.151243,90254
681,385,1.076651,90384
681,386,-0.98025,90444
681,387,-1.000272,90514
682,387,1.089013,90629
682,388,-0.98025,90754
682,389,-0.98025,90839
682,390,-0.98025,90934
683,390,1.097767,91039
684,390,1.116007,91129
684,391,-1.000272,91184
685,391,1.091471,91294
685,392,-0.98025,91374
685,393,-0.98025,91439
685,394,-0.98025,91504
686,394,1.155978,91569
686,395,-1.000272,91654
687,395,1.077853,91784
688,395,1.054372,91969
688,396,-0.98025,92044
688,397,-0.98025,92094
689,397,1.091179,92234
689,398,-1.000272,92279
690,398,1.140232,92364
691,398,1.096815,92469
691,399,-1.000272,92589
692,399,1.10282,92689
693,399,1.089818,92804
693,400,-1.000272,92889
693,401,-1.000272,93004
693,402,-1.000272,93084
693,403,-0.98025,93154
694,403,1.093186,93264
695,403,1.083061,93384
696,403,1.09232,93494
697,403,1.086684,93609
697,404,-1.000272,93664
698,404,1.134863,93739
699,404,1.116007,93829
700,404,1.094966,93934
701,404,1.13211,94024
702,404,1.077247,94154
703,404,1.131307,94234
704,404,1.109618,94329
705,404,1.07015,94474
705,405,-1.000272,94589
706,405,1.127933,94669
706,406,-0.98025,94709
707,406,1.11467,94799
707,407,-1.000272,94874
708,407,1.099115,95004
708,408,-1.000272,95089
708,409,-1.000272,95154
709,409,1.123184,95239
709,410,-1.000272,95304
710,410,1.11467,95394
710,411,-1.000272,95509
711,411,1.102395,95634
